dataset/Cou001_The same as you..wav|同じで
dataset/Lda225_It’s like I’m looking in the mirror..wav|まるで鏡を見ているよう
dataset/Lda225_I’m starting not to know which is which..wav|ますます区別がつかない
dataset/Lda225_That girl become a junior high school student..wav|あの子はとうとう中学生になった
dataset/Lda225_She couldn’t be seen up till now..wav|これまでだって見えなかったんだし
dataset/Lda225_Maybe the world of nightmares is reality and what’s called reality is a dream..wav|ひょっとして悪夢の中が正解で、こっちの世界の方が夢なのかもしれない。
dataset/Lda225_Maybe they’re intermeshed..wav|今となってはどっちも変わらないのかもしれない
dataset/Lda225_I spend over half of each day in a nightmare..wav|一日のうち半分以上は悪夢の中にいる
dataset/Lda226_Did she think I was fun, too?.wav|私もきっと楽しかった
dataset/Lda226_Because I’m me, I can imagine how I’m going to be..wav|私は私だから想像がつく
dataset/Lda225_There’s nothing to be concerned about..wav|気にすることなんてないんだ
dataset/Lda227_Let's crack today's report..wav|今日のレポートをクラッキングしてください
dataset/Lda227_She’s hiding something..wav|何か隠している
dataset/Lda226_She’s the same as me, so she’s predictable..wav|自分だから何を言っても気が引けない
dataset/Lda227_When I told Touko-san about Mom, she looked at me with a blank expression on her face..wav|とうこさんにお母さんのことを話したらキョトンとしていた。
dataset/Lda227_There’s something the matter with Touko-san..wav|トウコさんの様子が変だ
dataset/Lda230_It’s been a year, Lain..wav|一年ぶりよレイン…いや、レイン?
dataset/Lda228_Who? Mom and Dad are together? Touko-san, you know about my parents, don’t you? Who was with them?.wav|誰?お父さんとお母さんが一緒にいる? トウコさん、私のお父さんもお母さんも知ってるんでしょ? 一緒にいたのって誰?
dataset/Lda230_This is my count down..wav|これが私のカウントダウン
dataset/Lda230_Lain, it feels good to get back to a diary after a long time, doesn’t it?.wav|日記で報告するなんて久しぶりでいい感じでしょ
dataset/Lda229_I killed Dad today. Mom is next..wav|お父さんを今日処刑した 次はお母さんだ
dataset/Lda231_Excitement?.wav|刺激?
dataset/Lda231_Friends?.wav|友達?
dataset/Lda231_Pleasure?.wav|快感?
dataset/Lda231_Lain, what do you want?.wav|レイン?欲しいものは何?
dataset/Lda231_She said that she would choose me..wav|それから私を選ぶって
dataset/Lda231_She said that she would understand me..wav|私を理解してくれるって
dataset/Lda226_I talked to the me on the Net..wav|ネットの私とお話
dataset/Lda168_I’m beginning to dislike people who drink..wav|お酒を飲む人が嫌いになりそう
dataset/Lda231_Touko-san promised me..wav|トウコさんは私に約束してくれたよね?
dataset/Lda169_Do they know that they will die?.wav|死んじゃうことわかってるのかな
dataset/Lda226_I played with the me on the Net, deliberately making her angry and making her laugh..wav|わざと自分を怒らせたり笑わせたりして遊んだ
dataset/Lda231_What I need right now is someone who wants to know me..wav|今の私に必要なのは、私を知ろうとしてくれる人。
dataset/Lda232_I don’t have to worry about her anymore..wav|でももういいの、あの人のことは
dataset/Lda232_I took my last walk..wav|最後の散歩をした。
dataset/Lda231_Me?.wav|私?
dataset/Lda232_She didn’t notice me at all..wav|私に全然気づかない
dataset/Lda232_She looked at me like a total stranger..wav|まるで赤の谷を見るような目で見た
dataset/Lda232_As I walked around town all day, I noticed Mom..wav|一日中街を歩いたらお母さんが歩いていた。
dataset/Lda232_I can’t forgive her for that..wav|許せなかった
dataset/Lda233_How about me?.wav|そして私を
dataset/Lda233_Will God pass judgment on me?.wav|神様?
dataset/Lda234_Am I for your research?.wav|研究?
dataset/Lda233_From the standpoint of many religions, won’t I go to hell?.wav|普通の倫理観で捉えるなら、私はきっと地獄に落ちるの?
dataset/Lda233_Who will pass judgment on the me on the Net?.wav|ネットに存在する私は誰が騒ぐのだろう
dataset/Lda233_At any rate, I don’t need my body anymore..wav|とにかく私にはこの体は必要ない だって私は存在しているの
dataset/Lda234_For a stupid TV show?.wav|それともくだらないワイドショーのひとつ?
dataset/Lda234_You people who want to know me, why do you want to know me?.wav|私を知ろうとしてくれる人たち あなたたちはなんで私を知りたいの
dataset/Lda234_Will you benefit from knowing me?.wav|私を知って何か得になるの?
dataset/Lda235_Hey, did that hurt?.wav|ねえ、痛かった?
dataset/Lda235_I don’t need a backup..wav|私のバックアップなんて必要ない
dataset/Lda235_That’s why I killed her..wav|だからとどめを刺したの
dataset/Lda235_I don’t mind that much..wav|それはそれで別に構わないことなんだけど
dataset/Lda235_Do I have a sad existence?.wav|私って悲しい存在?
dataset/Lda235_I guess people think so..wav|そう思われるんだよね
dataset/Lda235_The me on the Net also had a sad existence..wav|ネットの私も悲しい存在
dataset/Lda236_I don’t need those kind of genes..wav|私にはもともと必要のないことなのに
dataset/Lda236_Even when I’m not dying, my body feels fear..wav|死ぬんじゃないのに体は恐怖を感じている
dataset/Lda236_This is a small world that seems large only to parasites..wav|この宿り着の限界
dataset/Lda235_That would be useless..wav|そんなの無駄だよ
dataset/Lda236_Mysterious..wav|不思議
dataset/Lda237_A human without a body isn't human?.wav|体のない人間は人間じゃない?
dataset/Lda237_Do you know where I'm going?....wav|私はどこに行くのか、わかるの?
dataset/Lda236_Is the reason that I have the potential to feel fear no matter what I do because of what’s recorded in my genes?.wav|何をしても潜在的に怖いって思えるのは 遺伝子に組み込まれた記録?
dataset/Lda237_Existence and will..wav|意思と存在
dataset/Lda237_How about the recollections of a body that grows older?.wav|年老いていく体の記憶は?
dataset/Lda237_Am I just conglomerated with my body?.wav|住むところに合わせているだけなの?
dataset/Lda237_I don't know either..wav|私にもわからない
dataset/Lda237_I don't need it..wav|私にはいらない?
dataset/Lda237_I need a body if I'm going to live in the real world..wav|リアルワールドで生きていくなら体は必要よ
dataset/Lda237_I'm me..wav|私は私
dataset/Lda237_I'm not human?.wav|人間じゃない?
dataset/Lda237_I'll need the recollections of the body..wav|体の記憶は必要あるのね
dataset/Lda237_I might need it someday..wav|いつか必要になるかもしれない
dataset/Lda237_It would be better to just die naturally..wav|死んでしまった方がいいわ
dataset/Lda237_If I think so I might as well think so..wav|そう思いたければそう思った方がいいよ
dataset/Lda237_Lain is Lain..wav|レインはレインだよ
dataset/Lda237_Is there a need for it to change?.wav|変える必要はあるの?
dataset/Lda237_Lain, what do I need to be on the Wired?.wav|ねぇレイ、ワイヤードで必要な物って何?
dataset/Lda237_My point of view may change?.wav|私の価値観は変わるかもしれない
dataset/Lda237_That's because I'm going to be born soon..wav|私はこれから生まれるのだから
dataset/Lda237_There are people who have bodies that aren't human..wav|人間じゃない体を持った人もいるよ
dataset/Lda237_Suicide would be stupid..wav|自殺なんてただのバカよ
dataset/Lda237_The rest is just data..wav|あとはただのデータ
dataset/Lda237_There's no guarantee that that will be you..wav|それがあなたという保証はないわ
